Window,Source start,Source end,Source months,Method,Expected block months,Horizon months,Samples,Seed,Metric,Statistic,Value,Selection adjusted
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,P95,0.20976445069621985,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,CAGR,P99,0.23443804424369485,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,P01,0.5656264434368802,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,P05,0.7334309502791929,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,P25,1.1196321213644431,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,Median,1.4571172576068423,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,P75,1.7460149143593575,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,P95,2.1318867160835033,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Monthly Sharpe,P99,2.3830189888178035,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,P01,-0.16558067149616534,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,P05,-0.14820945138749864,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,P25,-0.11569964110856623,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,Median,-0.07188011404507788,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,P75,-0.06837142999342605,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,P95,-0.04946308182511994,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Maximum drawdown,P99,-0.046020079775302314,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,P01,-0.12861779642089102,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,P05,-0.128617796420891,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,P25,-0.08013813790491403,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,Median,-0.01582341183319163,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,P75,0.03901717694904615,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,P95,0.0851442741376185,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Worst 12-month return,P99,0.10082253921877696,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Probability of terminal loss,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.001,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,60,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,P01,0.08234729147097607,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,P05,0.1002839573682686,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,P25,0.12551805728859058,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,Median,0.14402431695010964,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,P75,0.16387436619490628,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,P95,0.19114542168346707,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,CAGR,P99,0.209342480881223,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,P01,0.7453257918390762,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,P05,0.9196840532521219,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,P25,1.216621930493158,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,Median,1.426764152897443,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,P75,1.642987575361882,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,P95,1.9213960579093976,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Monthly Sharpe,P99,2.10927944003488,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,P01,-0.18532356893619928,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,P05,-0.14901891736900014,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,P25,-0.1400167908262233,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,Median,-0.11071459983941379,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,P75,-0.07188011404507777,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,P95,-0.06472830329168133,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Maximum drawdown,P99,-0.059717932044889066,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,P01,-0.1526136365291021,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,P05,-0.1286177964208915,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,P25,-0.1091507013709479,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,Median,-0.06386532619888152,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,P75,-0.019646067628738002,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,P95,0.03901717694904615,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Worst 12-month return,P99,0.05470730111828738,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Probability of terminal loss,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Probability maximum drawdown exceeds 20%,Probability,0.0065,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Probability maximum drawdown exceeds 30%,Probability,0.0,False
1990-2014 full post-launch history,1990-01-31,2014-12-31,300,stationary monthly bootstrap,24,120,2000,20260803,Probability maximum drawdown exceeds 40%,Probability,0.0,False
